name,phone,address,website,rating,user_ratings_total
"NUR AYTAÇ EMLAK","(0342) 371 02 03","Karataş, 103401. Cd. No:9, Şahinbey","https://business.google.com/dashboard/l/17631697870833477342",4.4,8
"ROYALEST KARATAŞ ŞUBE","0850 550 3550","Şahintepe, 133.398 nolu cadde Sait Bulut Towers Altı 7/E, Şahinbey","http://www.royalest.com.tr/",4.9,695
"YEDİTEPE EMLAK","0535 074 34 91","Güneş, 29F3+4F, Şahinbey","http://yeditepeemlak.sahibinden.com/",5,1
"AKKENT EMLAK GAYRİMENKUL İNŞAAT MİMARLIK MÜHENDİSLİK VE YATIRIM ORTAKLIĞI","0536 844 83 00","Akkent, 134012 Nolu Cad no:18 /A/D, Şahinbey","",5,2
"V.öztürk inşaat emlak","","75. Yıl, Su Yolu Cd., Şahinbey","",3.5,2
"Mertcan Emlak","","Güneykent, 102245. Sk. No:10, Şahinbey","",4.7,3
"EV CENTER EMLAK & İNŞAAT","0545 657 27 27","SEMT, Güneykent PARK SİTESİ 398, Yeşilvadi Blv, Şahinbey","",4.6,65
"Kerim Emlak","0545 788 59 56","Yeditepe Mahallesi 85255 nolu sokak No:4/A Gaziantep Üniversite civarı, Bimin arka tarafı, Şahinbey","",4.6,5
"Emlak_city","(0342) 371 13 13","Yeditepe, 216. Cd. No:71, Şahinbey","",5,1
"Emlak Merkezi","0516 161 27 37","Şahintepe, Şahinbey","",5,1
"Gazikule inşaat Aktif Emlak","","Akkent, Özdemir Cd. No:382, Şahinbey","",3.5,13
"EKONOMİ GAYRİMENKUL VE İNŞAAT","0552 497 57 25","AY YAPI ALTI, Akkent, 134015 NOLU CADDE NO 1/D, Şahinbey","https://www.sahibinden.com/emlak?query_text_mf=EKONOM%C4%B0+GAYR%C4%B0MENKUL+VE+%C4%B0N%C5%9EAAT&query_text=EKONOM%C4%B0+GAYR%C4%B0MENKUL+VE+%C4%B0N%C5%9EAAT",5,14
"Mert Emlak 2","","Bülbülzade, Şahinbey","",4,1
"ESSA GAYRİMENKUL İNŞAAT","0541 967 27 27","Ertuğrulgazi, 189027 Nolu Cad. CERGİ PARK SİTESİ B BLOK, Şahinbey","https://essagayrimenkul.sahibinden.com/",4.3,17
"Albayram Emlak","","Bülbülzade, Şht. Oğuzhan Tekerek Cd., Şahinbey","",5,1
"ÇETİN GAYRİMENKUL İSLAHİYE","0532 171 49 24","Kırıkçalı, KÜME EVLER NO:35 İÇKAPI NO 0, İslahiye","",5,31
"İslahiye Şimşek Gayrimenkul","0544 785 06 28","yağmur apartmanı, Yeni, hatay BLV no:286 b, İslahiye","http://simsekgayrimenkul.com/",5,58
"Fed gayrimenkul Geliştirme","0507 509 26 27","Fevzi Çakmak, Talimhane Cd. No:44, İslahiye","https://instagram.com/fedgayrimenkul",5,2
"Can Emlak","0545 962 08 77","SERİNEVLER MAH. HATAY BULVARI, Kırıkçalı, Hatay yolu NO.321/A, İslahiye","",3.8,4
"Ceren Emlak","0542 275 61 87","Pınarbaşı, Atalay Erdoğan Cd. No:1, İslahiye","",4.3,4
"Simerk Emlak İnşaat Otomotiv Sanayi Ticaret Limited","0532 654 83 69","Aydınlık, Göz Cd. 37H, İslahiye","https://simerkemlak.com/",5,7
"YILDIRIM EMLAK GAYRİMENKUL","0546 906 99 22","Fevzi Çakmak, İslahiye","https://www.facebook.com/yildirim.emlak.islahiye/","",""
"Doğan Yapi","","Haci Ali Öztürk, İslahiye","","",""
"Yedipinar Emlak","","Cumhuriyet, Meteoroloji Sk., İslahiye","","",""
"Darı Gayrimenkul Emlak Yatırım","0533 729 86 86","Atatürk Ata Cad No: 63/2/B, Nurdağı","",4.4,5
"TUNCER EMLAK","0542 785 69 53","Yeni, Yavuz Selim Mahallesi, ŞEHİT EYÜP, Yeni, Aksoy Cd. NO : 15, Nurdağı","",4.9,9
"Recep Tuncer Emlak","","Fatih, Recep Tayyip Erdoğan Blv., Nurdağı","",5,2
"TURAN EMLAK","0532 658 23 06","Aslanlı, Nurdağı","","",""
